rcid,unres,date,year,me,nu,di,co,hr,ec,developed_abstain,developed_yes,developed_no,developed_absent,developed_not_member,undeveloped_abstain,undeveloped_yes,undeveloped_no,undeveloped_absent,undeveloped_not_member
249,R/5/235B,1950-10-07,1950,0,0,0,0,0,0,0,0,0,0,0,13,22,25,0,137
250,R/5/235C,1950-10-07,1950,0,0,0,0,0,0,0,0,0,0,0,3,5,52,0,137
251,R/5/235D,1950-10-07,1950,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,137
252,R/5/347,1950-11-02,1950,0,0,0,0,0,0,0,0,0,0,0,2,52,5,1,137
253,R/5/380A,1950-11-03,1950,0,0,0,0,0,0,0,0,0,0,0,12,38,10,0,137
254,R/5/380B,1950-11-03,1950,0,0,0,0,0,0,0,0,0,0,0,11,39,10,0,137
255,R/5/381,1950-11-03,1950,0,0,0,0,0,0,0,0,0,0,0,12,38,10,0,137
256,R/5/423,1950-11-02,1950,0,0,0,0,0,0,0,0,0,0,0,15,24,20,1,137
257,R/5/519,1950-12-04,1950,0,0,0,0,0,0,0,0,0,0,0,7,35,17,1,137
258,R/5/525,1950-12-04,1950,0,0,0,0,0,0,0,0,0,0,0,1,5,50,4,137
259,R/5/532A,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,10,46,3,1,137
260,R/5/532B,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,25,29,5,1,137
261,R/5/533A,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,9,48,3,0,137
262,R/5/533B,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,14,39,7,0,137
263,R/5/533C,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,6,50,4,0,137
264,R/5/533D,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,12,35,13,0,137
265,R/5/534A,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,17,38,5,0,137
266,R/5/534B,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,21,33,6,0,137
267,R/5/546A,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,4,46,10,0,137
268,R/5/546B,1950-12-05,1950,0,0,0,0,0,0,0,0,0,0,0,14,10,36,0,137
269,R/5/547,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,3,53,1,3,137
270,R/5/548A,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,14,25,16,5,137
271,R/5/548B,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,2,53,0,5,137
272,R/5/548C,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,14,41,0,5,137
273,R/5/549A,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,8,47,0,5,137
274,R/5/549B,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,12,33,11,4,137
275,R/5/549C,1950-12-05,1950,0,0,0,1,0,0,0,0,0,0,0,2,55,0,3,137
276,R/5/563,1950-12-07,1950,0,0,0,0,1,0,0,0,0,0,0,14,7,37,2,137
277,R/5/587A,1950-12-07,1950,0,0,0,0,0,0,0,0,0,0,0,16,11,27,6,137
278,R/5/587B,1950-12-07,1950,0,0,0,0,0,0,0,0,0,0,0,21,18,15,6,137
279,R/5/601A,1950-12-01,1950,0,0,0,1,1,0,0,0,0,0,0,9,37,10,4,137
280,R/5/601B,1950-12-01,1950,0,0,0,1,0,0,0,0,0,0,0,13,32,13,2,137
281,R/5/604,1950-12-01,1950,0,0,0,0,0,0,0,0,0,0,0,12,41,4,3,137
282,R/5/629,1950-12-02,1950,0,0,0,0,0,0,0,0,0,0,0,5,45,6,4,137
283,R/5/631A,1950-12-02,1950,0,0,0,1,0,0,0,0,0,0,0,22,8,24,6,137
284,R/5/631B,1950-12-02,1950,0,0,0,1,0,0,0,0,0,0,0,16,30,10,4,137
285,R/5/652,1950-12-02,1950,0,0,1,0,0,0,0,0,0,0,0,3,47,5,5,137
286,R/5/660,1950-12-03,1950,0,0,0,0,0,0,0,0,0,0,0,1,52,5,2,137
287,R/5/663,1950-12-03,1950,0,0,0,0,0,0,0,0,0,0,0,11,31,16,2,137
288,R/5/684,1950-12-04,1950,1,0,0,1,0,0,0,0,0,0,0,9,30,18,3,137
289,R/5/696,1951-02-02,1951,0,0,0,1,0,0,0,0,0,0,0,9,44,7,0,137
290,R/5/730,1951-03-07,1951,0,0,0,0,0,0,0,0,0,0,0,12,24,17,7,137
291,R/5/742,1951-05-01,1951,0,0,0,0,0,0,0,0,0,0,0,8,47,0,5,137
292,R/6/229,1951-12-05,1951,0,0,0,1,0,0,0,0,0,0,0,1,54,5,0,137
293,R/6/265,1951-12-04,1951,0,0,0,0,0,0,0,0,0,0,0,7,22,28,3,137
294,R/6/239,1951-12-04,1951,0,0,0,0,0,0,0,0,0,0,0,7,28,23,2,137
295,R/6/287,1951-12-04,1951,0,0,0,0,0,0,0,0,0,0,0,8,45,6,1,137
296,R/6/313,1952-01-01,1952,0,0,0,0,0,0,0,0,0,0,0,11,5,42,2,137
297,R/6/326A,1952-01-02,1952,0,0,0,0,0,0,0,0,0,0,0,3,51,5,1,137
298,R/6/326B,1952-01-02,1952,0,0,0,0,0,0,0,0,0,0,0,2,57,0,1,137
299,R/6/330,1952-01-02,1952,0,0,0,0,0,0,0,0,0,0,0,14,44,0,2,137
300,R/6/338,1952-01-02,1952,0,0,0,0,0,1,0,0,0,0,0,11,30,16,3,137
301,R/6/348,1952-01-01,1952,0,0,0,1,0,0,0,0,0,0,0,10,28,18,4,137
302,R/6/349A,1952-01-01,1952,0,0,0,1,0,0,0,0,0,0,0,9,32,15,4,137
303,R/6/349B,1952-01-01,1952,0,0,0,1,0,0,0,0,0,0,0,11,38,8,3,137
304,R/6/354,1952-01-01,1952,0,0,0,1,0,0,0,0,0,0,0,26,13,16,5,137
305,R/6/370,1952-01-02,1952,0,0,0,0,0,0,0,0,0,0,0,12,23,24,1,137
306,R/6/375A,1952-01-02,1952,0,0,0,0,0,0,0,0,0,0,0,8,45,5,2,137
307,R/6/375B,1952-01-02,1952,0,0,0,1,0,0,0,0,0,0,0,22,36,0,2,137
308,R/6444A,1952-01-07,1952,0,0,0,0,0,0,0,0,0,0,0,2,29,24,5,137
309,R/6/444B,1952-01-07,1952,0,0,0,0,0,0,0,0,0,0,0,3,29,23,5,137
310,R/6/455,1952-02-04,1952,0,0,0,0,0,0,0,0,0,0,0,24,25,9,2,137
311,R/6/469,1952-02-04,1952,0,0,0,0,0,0,0,0,0,0,0,16,22,21,1,137
312,R/6/492A,1952-02-07,1952,0,0,0,0,0,0,0,0,0,0,0,4,40,10,6,137
313,R/6/492B,1952-02-07,1952,0,0,0,0,0,0,0,0,0,0,0,13,31,10,6,137
314,R/6/518,1952-02-01,1952,0,0,0,0,1,0,0,0,0,0,0,4,25,29,2,137
315,R/6/519,1952-02-01,1952,0,0,0,1,1,0,0,0,0,0,0,12,36,11,1,137
316,R/6/523,1952-02-01,1952,0,0,0,0,0,0,0,0,0,0,0,2,51,5,2,137
317,R/7/13,1952-10-06,1952,0,0,0,0,1,0,0,0,0,0,0,8,25,27,0,137
318,R/7/67,1952-10-02,1952,0,0,0,0,0,0,0,0,0,0,0,8,10,41,1,137
319,R/7/69,1952-10-02,1952,0,0,0,0,0,0,0,0,0,0,0,8,45,6,1,137
320,R/7/132A,1952-10-06,1952,0,0,0,0,0,0,0,0,0,0,0,7,5,46,2,137
321,R/7/132B,1952-10-06,1952,0,0,0,0,0,0,0,0,0,0,0,0,53,5,2,137
322,R/7/167A,1952-10-03,1952,0,0,0,0,0,0,0,0,0,0,0,20,35,5,0,137
323,R/7/167B,1952-10-03,1952,0,0,0,0,0,0,0,0,0,0,0,9,42,9,0,137
324,R/7/168,1952-10-03,1952,0,0,0,0,0,0,0,0,0,0,0,11,42,7,0,137
325,R/7/182,1952-11-04,1952,0,0,0,0,0,0,0,0,0,0,0,6,53,0,1,137
326,R/7/300A,1952-12-05,1952,0,0,0,0,0,0,0,0,0,0,0,9,5,46,0,137
327,R/7/300B,1952-12-05,1952,0,0,0,0,0,0,0,0,0,0,0,9,5,46,0,137
328,R/7/300C,1952-12-05,1952,0,0,0,0,0,0,0,0,0,0,0,9,5,46,0,137
329,R/7/301,1952-12-05,1952,0,0,0,0,0,0,0,0,0,0,0,1,54,5,0,137
330,R/7/307,1952-12-05,1952,0,0,0,0,0,0,0,0,0,0,0,11,5,40,4,137
331,R/7/330,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,15,41,1,3,137
332,R/7/332,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,9,6,43,2,137
333,R/7/333A,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,7,35,17,1,137
334,R/7/333B,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,23,35,1,1,137
335,R/7/334,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,34,24,1,1,137
336,R/7/354,1952-12-05,1952,0,0,0,1,0,0,0,0,0,0,0,30,11,18,1,137
337,R/7/355,1952-12-05,1952,0,0,0,1,0,0,0,0,0,0,0,7,36,15,2,137
338,R/7/365,1952-12-04,1952,0,0,0,0,0,0,0,0,0,0,0,14,9,35,2,137
339,R/7/374,1952-12-04,1952,0,0,0,1,1,0,0,0,0,0,0,9,38,13,0,137
340,R/7/375A,1952-12-04,1952,0,0,0,1,1,0,0,0,0,0,0,17,39,3,1,137
341,R/7/375B,1952-12-04,1952,0,0,0,1,0,0,0,0,0,0,0,6,40,14,0,137
342,R/7/413A,1952-12-06,1952,1,0,0,0,0,0,0,0,0,0,0,10,26,24,0,137
343,R/7/413B,1952-12-06,1952,1,0,0,0,0,0,0,0,0,0,0,12,28,20,0,137
344,R/7/413C,1952-12-06,1952,1,0,0,0,0,0,0,0,0,0,0,15,24,21,0,137
345,R/7/425,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,22,29,8,1,137
346,R/7/426,1952-12-07,1952,0,0,0,0,0,0,0,0,0,0,0,11,45,3,1,137
347,R/7/450A,1952-12-01,1952,0,0,0,0,1,0,0,0,0,0,0,8,23,24,5,137
348,R/7/450B,1952-12-01,1952,0,0,0,0,0,0,0,0,0,0,0,16,38,2,4,137
349,R/7/450C,1952-12-01,1952,0,0,0,0,0,0,0,0,0,0,0,7,32,18,3,137
350,R/7/451,1952-12-01,1952,0,0,0,0,0,0,0,0,0,0,0,11,46,0,3,137
351,R/7/459,1952-12-01,1952,0,0,0,1,0,0,0,0,0,0,0,4,55,0,1,137
352,R/7/460A,1952-12-01,1952,0,0,0,1,0,0,0,0,0,0,0,18,18,22,2,137
353,R/7/460B,1952-12-01,1952,0,0,0,0,0,0,0,0,0,0,0,3,55,0,2,137
354,R/7/491A,1952-12-02,1952,0,0,0,0,0,0,0,0,0,0,0,10,28,20,2,137
355,R/7/471B,1952-12-02,1952,0,0,0,1,0,0,0,0,0,0,0,12,27,19,2,137
356,R/7/472A,1952-12-02,1952,0,0,0,0,0,0,0,0,0,0,0,16,21,21,2,137
357,R/7/472B,1952-12-02,1952,0,0,0,1,0,0,0,0,0,0,0,11,46,1,2,137
358,R/7/479A,1952-12-02,1952,0,0,0,0,0,0,0,0,0,0,0,6,48,5,1,137
359,R/7/479B,1952-12-02,1952,0,0,0,0,0,0,0,0,0,0,0,4,50,5,1,137
360,R/7/490,1952-12-02,1952,0,0,0,0,0,1,0,0,0,0,0,9,35,15,1,137
361,R/7/492,1952-12-02,1952,0,0,0,0,0,1,0,0,0,0,0,24,36,0,0,137
362,R/7/495A,1952-12-02,1952,0,0,0,0,1,0,0,0,0,0,0,16,39,5,0,137
363,R/7/495B,1952-12-02,1952,0,0,0,0,1,0,0,0,0,0,0,20,36,4,0,137
364,R/7/530,1952-12-02,1952,0,0,0,0,0,0,0,0,0,0,0,10,5,45,0,137
365,R/7/716,1952-12-02,1952,0,0,0,0,0,0,0,0,0,0,0,4,51,5,0,137
366,R/8/28,1953-09-07,1953,0,0,0,0,0,0,0,0,0,0,0,7,46,7,0,137
367,R/8/255,1953-10-03,1953,0,0,0,0,1,0,0,0,0,0,0,13,47,0,0,137
368,R/8/257,1953-10-03,1953,0,0,0,1,1,1,0,0,0,0,0,0,59,0,1,137
369,R/8/265,1953-11-03,1953,0,0,0,1,1,0,0,0,0,0,0,9,41,9,1,137
370,R/8/266A,1953-11-03,1953,0,0,0,0,0,0,0,0,0,0,0,15,36,8,1,137
371,R/8/266B,1953-11-03,1953,0,0,0,0,0,0,0,0,0,0,0,10,35,14,1,137
372,R/8/266C,1953-11-03,1953,0,0,0,0,0,0,0,0,0,0,0,5,31,23,1,137
373,R/8/266D,1953-11-03,1953,0,0,0,1,1,0,0,0,0,0,0,9,37,13,1,137
374,R/8/266E,1953-11-03,1953,0,0,0,0,1,0,0,0,0,0,0,5,32,22,1,137
375,R/8/288,1953-11-04,1953,0,0,0,0,0,0,0,0,0,0,0,17,42,1,0,137
376,R/8/293A,1953-11-04,1953,0,0,0,1,1,0,0,0,0,0,0,11,32,16,1,137
377,R/8/293B,1953-11-04,1953,0,0,0,1,0,0,0,0,0,0,0,10,31,18,1,137
378,R/8/316,1953-11-06,1953,0,0,0,1,0,0,0,0,0,0,0,4,21,34,1,137
379,R/8/319,1953-11-06,1953,0,0,0,1,0,0,0,0,0,0,0,7,34,19,0,137
380,R/8/320,1953-11-06,1953,0,0,0,0,0,0,0,0,0,0,0,18,26,16,0,137
381,R/8/324A,1953-11-07,1953,0,0,0,0,0,0,0,0,0,0,0,8,50,1,1,137
382,R/8/324B,1953-11-07,1953,0,0,0,0,0,0,0,0,0,0,0,7,43,8,2,137
383,R/8/325A,1953-11-07,1953,0,0,0,0,0,0,0,0,0,0,0,12,46,1,1,137
384,R/8/325B,1953-11-07,1953,0,0,0,1,0,0,0,0,0,0,0,11,47,1,1,137
385,R/8/417,1953-12-07,1953,0,0,0,0,0,0,0,0,0,0,0,10,42,5,3,137
386,R/8/425,1953-12-04,1953,0,0,0,0,0,0,0,0,0,0,0,12,39,5,4,137
387,R/8/436,1953-12-05,1953,0,0,0,0,0,0,0,0,0,0,0,10,8,42,0,137
388,R/8/437A,1953-12-05,1953,0,0,0,0,0,0,0,0,0,0,0,7,38,15,0,137
389,R/8/437B,1953-12-05,1953,0,0,0,0,0,0,0,0,0,0,0,11,38,11,0,137
390,R/8/455,1953-12-06,1953,0,0,0,1,0,0,0,0,0,0,0,14,29,16,1,137
391,R/8/461,1953-12-06,1953,0,0,0,0,0,0,0,0,0,0,0,13,41,6,0,137
392,R/9/11,1954-09-06,1954,0,0,0,0,0,0,0,0,0,0,0,6,43,11,0,137
393,R/9/41,1954-09-02,1954,0,0,0,0,0,0,0,0,0,0,0,4,50,6,0,137
394,R/9/51,1954-09-02,1954,0,0,0,0,0,0,0,0,0,0,0,10,39,11,0,137
395,R/9/52,1954-09-02,1954,0,0,0,1,0,0,0,0,0,0,0,12,24,24,0,137
396,R/9/60,1954-09-02,1954,0,0,0,1,0,0,0,0,0,0,0,11,30,19,0,137
397,R/9/248,1954-10-07,1954,0,0,0,0,0,0,0,0,0,0,0,29,13,8,10,137
398,R/9/249,1954-10-07,1954,0,0,0,0,0,0,0,0,0,0,0,15,33,3,9,137
399,R/9/265,1954-10-04,1954,0,0,1,0,0,0,0,0,0,0,0,0,56,0,4,137
400,R/9/306A,1954-11-03,1954,0,0,0,1,0,0,0,0,0,0,0,4,38,15,3,137
401,R/9/306B,1954-11-03,1954,0,0,0,1,0,0,0,0,0,0,0,11,45,1,3,137
402,R/9/320,1954-11-04,1954,0,0,0,0,0,0,0,0,0,0,0,11,18,25,6,137
403,R/9/326,1954-11-04,1954,0,0,0,0,0,0,0,0,0,0,0,21,25,11,3,137
404,R/9/356,1954-12-03,1954,0,0,0,0,1,0,0,0,0,0,0,5,16,38,1,137
405,R/9/360,1954-12-03,1954,0,0,0,0,0,0,0,0,0,0,0,10,47,0,3,137
406,R/9/361,1954-12-03,1954,0,0,0,0,0,0,0,0,0,0,0,11,43,3,3,137
407,R/9/442,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,7,47,5,1,137
408,R/9/461A,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,5,34,21,0,137
409,R/9/461B,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,3,34,23,0,137
410,R/9/461C,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,4,33,23,0,137
411,R/9/469,1954-12-03,1954,0,0,0,0,0,0,0,0,0,0,0,4,50,5,1,137
412,R/9/490A,1954-12-06,1954,0,0,0,0,0,0,0,0,0,0,0,11,38,11,0,137
413,R/9/490B,1954-12-06,1954,0,0,0,0,0,0,0,0,0,0,0,9,35,16,0,137
414,R/9/490C,1954-12-06,1954,0,0,0,0,0,0,0,0,0,0,0,10,40,10,0,137
415,R/9/498A,1954-12-06,1954,0,0,0,0,0,0,0,0,0,0,0,12,44,0,4,137
416,R/9/498B,1954-12-06,1954,0,0,0,0,0,0,0,0,0,0,0,31,24,1,4,137
417,R/9/498C,1954-12-06,1954,0,0,0,0,0,0,0,0,0,0,0,30,26,0,4,137
418,R/9/498D,1954-12-06,1954,0,0,0,1,0,0,0,0,0,0,0,19,32,5,4,137
419,R/9/504,1954-12-06,1954,0,0,0,0,0,1,0,0,0,0,0,19,23,14,4,137
420,R/9/522,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,16,42,0,2,137
421,R/9/537,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,4,55,0,1,137
422,R/9/549,1954-12-02,1954,0,0,0,0,0,0,0,0,0,0,0,17,36,5,2,137
423,R/10/9,1955-09-07,1955,0,0,0,0,0,0,0,0,0,0,0,6,42,12,0,137
424,R/10 65,1955-09-03,1955,0,0,0,1,1,0,0,0,0,0,0,10,28,22,0,137
425,R/10/196,1955-09-03,1955,0,0,0,0,0,0,0,0,0,0,0,5,27,28,0,137
426,R/10/229,1955-10-01,1955,0,0,0,0,0,0,0,0,0,0,0,10,31,18,1,137
427,R/10/256,1955-10-03,1955,0,0,0,0,0,0,0,0,0,0,0,18,18,23,1,137
428,R/10/257,1955-10-03,1955,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,137
429,R/10/258,1955-10-03,1955,0,0,0,1,0,1,0,0,0,0,0,13,26,20,1,137
430,R/10/259,1955-10-03,1955,0,0,0,1,0,1,0,0,0,0,0,22,29,8,1,137
431,R/10/288,1955-11-05,1955,0,0,0,0,1,0,0,0,0,0,0,13,15,31,1,137
432,R/10/291A,1955-11-05,1955,0,0,0,0,0,0,0,0,0,0,0,3,22,34,1,137
433,R/10/291B,1955-11-05,1955,0,0,0,0,0,0,0,0,0,0,0,9,33,17,1,137
434,R/10/369,1955-11-04,1955,0,0,0,0,0,0,0,0,0,0,0,9,14,35,2,137
435,R/10/370,1955-11-04,1955,0,0,0,0,0,0,0,0,0,0,0,9,43,6,2,137
436,R/10/404,1955-12-07,1955,0,0,0,0,1,0,0,0,0,0,0,9,33,17,17,121
437,R/10/420,1955-12-02,1955,0,0,0,0,0,0,0,0,0,0,0,5,52,2,17,121
438,R/10/433A,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,5,48,3,20,121
439,R/10/433B,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,1,55,0,20,121
440,R/10/433C,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,56,0,20,121
441,R/10/434A,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,56,0,20,121
442,R/10/434B,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,5,49,2,20,121
443,R/10/434C,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,56,0,20,121
444,R/10/434D,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,56,0,20,121
445,R/10/434E,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,5,49,2,20,121
446,R/10/435A,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,5,50,2,19,121
447,R/10/435B,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,57,0,19,121
448,R/10/435C,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,57,0,19,121
449,R/10/435D,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,57,0,19,121
450,R/10/435E,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,1,56,0,19,121
451,R/10/436A,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,57,0,19,121
452,R/10/436B,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,0,57,0,19,121
453,R/10/436C,1955-12-01,1955,0,0,0,0,0,0,0,0,0,0,0,2,55,0,19,121
454,R/10/461A,1955-12-02,1955,0,0,0,1,0,0,0,0,0,0,0,12,33,16,15,121
455,R/10/461B,1955-12-02,1955,0,0,0,0,0,0,0,0,0,0,0,35,19,9,13,121
456,R/10/462,1955-12-02,1955,0,0,0,0,0,0,0,0,0,0,0,33,21,10,12,121
457,R/10/464A,1955-12-02,1955,0,0,0,1,0,0,0,0,0,0,0,9,43,11,13,121
458,R/10/465,1955-12-02,1955,0,0,0,0,0,0,0,0,0,0,0,26,36,2,12,121
459,R/10/465,1955-12-02,1955,0,0,0,0,0,0,0,0,0,0,0,32,12,20,12,121
460,R/11/4A,1956-11-06,1956,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3,118
461,R/11/4B,1956-11-06,1956,0,0,0,0,0,0,0,0,0,0,0,0,77,0,2,118
462,R/11/4C,1956-11-06,1956,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1,118
463,R/11/23,1956-11-07,1956,0,0,0,0,0,0,0,0,0,0,0,8,62,9,0,118
464,R/11/39A,1956-11-02,1956,0,0,0,0,0,0,0,0,0,0,0,13,63,2,1,118
465,R/11/39B,1956-11-02,1956,0,0,0,0,0,0,0,0,0,0,0,7,61,8,3,118
466,R/11/46,1956-11-02,1956,0,0,0,0,0,0,0,0,0,0,0,14,47,18,0,118
467,R/11/55,1956-11-02,1956,0,0,0,0,0,0,0,0,0,0,0,11,33,34,1,118
468,R/11/83,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,9,25,45,0,118
469,R/11/84A,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,8,24,47,0,118
470,R/11/84B,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,8,47,24,0,118
471,R/11/187A,1956-11-01,1956,0,0,0,0,1,0,0,0,0,0,0,31,38,10,0,118
472,R/11/187B,1956-11-01,1956,0,0,0,0,1,0,0,0,0,0,0,14,55,10,0,118
473,R/11/187C,1956-11-01,1956,0,0,0,0,1,0,0,0,0,0,0,30,43,6,0,118
474,R/11/188,1956-11-01,1956,0,0,0,0,1,0,0,0,0,0,0,14,57,8,0,118
475,R/11/194A,1956-11-01,1956,0,0,0,0,0,0,0,0,0,0,0,9,9,61,0,118
476,R/11/194B,1956-11-01,1956,0,0,0,0,0,0,0,0,0,0,0,11,10,58,0,118
477,R/11/194C,1956-11-01,1956,0,0,0,0,0,0,0,0,0,0,0,11,12,56,0,118
478,R/11/194D,1956-11-01,1956,0,0,0,0,0,0,0,0,0,0,0,12,12,55,0,118
479,R/11/195,1956-11-01,1956,0,0,0,0,0,0,0,0,0,0,0,8,69,2,0,118
480,R/11/306,1956-11-04,1956,0,0,0,0,0,0,0,0,0,0,0,18,23,37,1,118
481,R/11/307,1956-11-04,1956,0,0,0,0,0,0,0,0,0,0,0,10,63,5,1,118
482,R/11/343,1956-11-06,1956,0,0,0,0,0,1,0,0,0,0,0,13,52,9,5,118
483,R/11/527,1956-12-02,1956,0,0,0,0,0,0,0,0,0,0,0,14,54,10,2,117
484,R/11/587,1956-12-05,1956,0,0,0,0,0,0,0,0,0,0,0,0,74,0,6,117
485,R/11/675,1956-12-03,1956,0,0,0,0,0,0,0,0,0,0,0,13,55,8,4,117
486,R/11/692,1956-12-04,1956,0,0,0,0,0,0,0,0,0,0,0,9,65,0,6,117
487,R/11/723,1956-12-02,1956,0,0,0,0,0,0,0,0,0,0,0,0,77,0,3,117
9019,ESS/1/34,1956-11-02,1956,0,0,0,0,0,0,0,0,0,0,0,6,64,5,4,118
9020,ESS/1/71A,1956-11-04,1956,0,0,0,0,0,0,0,0,0,0,0,19,57,0,3,118
9021,ESS/1/71B,1956-11-04,1956,0,0,1,0,0,0,0,0,0,0,0,12,59,5,3,118
9022,ESS/1/89,1956-11-05,1956,0,0,0,0,0,0,0,0,0,0,0,19,57,0,3,118
9023,ESS/1/126A,1956-11-01,1956,0,0,0,0,0,0,0,0,0,0,0,12,64,0,3,118
9024,ESS/1/126B,1956-11-01,1956,1,0,0,0,0,0,0,0,0,0,0,10,65,1,3,118
9025,ESS/2/20,1956-11-05,1956,0,0,0,0,0,0,0,0,0,0,0,15,50,7,7,118
9026,ESS/2/77A,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,16,50,8,5,118
9027,ESS/2/77B,1956-11-03,1956,0,0,0,0,1,0,0,0,0,0,0,15,51,8,5,118
9028,ESS/2/78A,1956-11-03,1956,0,0,0,0,1,0,0,0,0,0,0,17,49,8,5,118
9029,ESS/2/78B,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,18,48,8,5,118
9030,ESS/2/78C,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,15,51,8,5,118
9031,ESS/2/78D,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,15,51,8,5,118
9032,ESS/2/179A,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,23,39,13,4,118
9033,ESS/2/79B,1956-11-03,1956,0,0,0,1,0,0,0,0,0,0,0,17,49,8,5,118
9034,ESS/2/79C,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,13,53,8,5,118
9035,ESS/2/79/D,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,13,53,8,5,118
9036,ESS/2/79/E,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,16,48,10,5,118
9037,ESS/2/80A,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,12,17,45,5,118
9038,ESS/2/80B,1956-11-03,1956,0,0,0,0,0,0,0,0,0,0,0,13,53,8,5,118
9039,ESS/2/80C,1956-11-03,1956,0,0,0,1,0,0,0,0,0,0,0,8,66,0,5,118
488,R/11/870,1957-01-07,1957,0,0,0,0,0,0,0,0,0,0,0,10,59,8,3,117
489,R/11/957,1957-01-02,1957,1,0,0,0,0,0,0,0,0,0,0,8,68,2,2,117
490,R/11/958,1957-01-02,1957,1,0,0,0,0,0,0,0,0,0,0,2,74,2,2,117
491,R/11/965,1957-01-06,1957,0,0,0,1,0,0,0,0,0,0,0,7,53,16,4,117
492,R/11/1021A,1957-01-05,1957,0,0,0,0,0,0,0,0,0,0,0,16,31,26,7,117
493,R/11/1021B,1957-01-05,1957,0,0,0,0,0,0,0,0,0,0,0,24,47,2,7,117
494,R/11/1094A,1957-02-05,1957,1,0,0,0,0,0,0,0,0,0,0,2,74,2,2,117
495,R/11/1094B,1957-02-05,1957,1,0,0,0,0,0,0,0,0,0,0,22,56,0,2,117
496,R/11/1105,1957-02-04,1957,0,0,0,0,0,0,0,0,0,0,0,1,75,0,4,117
497,R/11/1140,1957-02-04,1957,0,0,0,0,0,0,0,0,0,0,0,12,52,13,3,117
498,R/11/1166,1957-02-02,1957,0,0,0,0,0,0,0,0,0,0,0,6,38,34,2,117
499,R/11/1179,1957-02-02,1957,0,0,0,1,0,0,0,0,0,0,0,5,35,35,5,117
500,R/11/1227,1957-02-01,1957,0,0,0,1,0,0,0,0,0,0,0,16,45,14,5,117
